player_id,Year,Pos,Age,Tm,G,TS%,FTr,OWS,DWS,WS,FG,FGA,FG%,2P,2PA,2P%,eFG%,FT,FTA,FT%,AST,PF,PTS
1035,1990,C,32,ORL,3,0.385,1.667,-0.1,0.1,0,1,3,0.333,1,3,0.333,0.333,2,5,0.4,0,6,4
1035,1990,C,32,LAL,3,0.644,0.667,0,0,0,2,3,0.667,2,3,0.667,0.667,1,2,0.5,1,3,5
1036,1981,SF,22,IND,82,0.538,0.285,2.8,1.5,4.3,348,709,0.491,348,703,0.495,0.491,163,202,0.807,132,153,859
1036,1982,SF,23,IND,80,0.553,0.353,2.1,2.1,4.3,357,719,0.497,356,711,0.501,0.497,203,254,0.799,134,182,918
1036,1983,SF,24,NYK,82,0.513,0.295,1.4,2.5,3.8,274,593,0.462,274,591,0.464,0.462,140,175,0.8,94,134,688
1036,1984,SF,25,NYK,78,0.524,0.369,1.3,2.3,3.5,262,572,0.458,262,572,0.458,0.458,173,211,0.82,61,142,697
1036,1985,PF,26,NYK,79,0.552,0.436,2.9,1.9,4.8,372,766,0.486,371,756,0.491,0.486,262,334,0.784,134,195,1007
1036,1986,SF,27,NYK,74,0.509,0.375,1.5,2.3,3.7,330,741,0.445,330,737,0.448,0.445,218,278,0.784,179,177,878
1036,1987,SF,28,NYK,65,0.493,0.442,0.7,0.8,1.5,166,389,0.427,165,384,0.43,0.428,125,172,0.727,110,123,458
1036,1988,SF,29,NYK,29,0.351,0.32,-0.4,0.2,-0.2,16,50,0.32,16,49,0.327,0.32,8,16,0.5,9,27,40
1037,1981,SF,26,LAL,3,0.425,0.4,0,0,0,2,5,0.4,2,5,0.4,0.4,1,2,0.5,1,3,5
1039,1981,SF,22,SDC,25,0.397,0.491,-0.6,0.1,-0.4,21,57,0.368,21,57,0.368,0.368,13,28,0.464,17,33,55
1040,1981,PG,22,POR,80,0.484,0.188,1.3,1.6,2.8,525,1162,0.452,522,1131,0.462,0.453,164,219,0.749,555,201,1217
1040,1982,PG,23,POR,78,0.507,0.29,2.2,1.5,3.7,504,1095,0.46,501,1057,0.474,0.462,242,318,0.761,555,169,1253
1040,1983,PG,24,DAL,76,0.504,0.267,1.9,0.3,2.2,343,746,0.46,341,730,0.467,0.461,152,199,0.764,280,109,840
1040,1984,PG,25,NJN,80,0.487,0.261,1.8,2,3.8,304,700,0.434,297,668,0.445,0.439,145,183,0.792,483,182,760
1040,1985,PG,26,NJN,81,0.505,0.217,1.9,1.5,3.4,300,654,0.459,298,643,0.463,0.46,122,142,0.859,355,134,724
1040,1986,PG,27,NJN,79,0.514,0.293,0.9,1.1,2,231,505,0.457,228,481,0.474,0.46,121,148,0.818,252,128,586
1041,1981,PF,23,DEN,18,0.346,0.204,-0.3,0.1,-0.2,15,49,0.306,15,48,0.313,0.306,7,10,0.7,11,31,37
1041,1982,PF,24,DEN,40,0.47,0.31,-0.5,0.2,-0.3,51,116,0.44,50,115,0.435,0.444,21,36,0.583,26,59,124
1041,1983,PF,25,DEN,45,0.493,0.333,-0.3,0.5,0.2,70,153,0.458,70,152,0.461,0.458,33,51,0.647,39,83,173
1042,1981,SG,23,GSW,59,0.47,0.211,-1,0.3,-0.6,84,185,0.454,84,180,0.467,0.454,22,39,0.564,71,111,190
1043,1981,PF,22,DET,81,0.523,0.472,0.2,1.5,1.7,234,509,0.46,234,503,0.465,0.46,175,240,0.729,112,186,643
1044,1981,PG,22,GSW,53,0.459,0.299,0.2,0.2,0.5,87,211,0.412,85,205,0.415,0.417,43,63,0.683,136,64,219
1044,1982,PG,23,GSW,79,0.548,0.238,1.6,1,2.7,203,403,0.504,200,388,0.515,0.507,79,96,0.823,226,103,488
1044,1983,PG,24,GSW,82,0.501,0.184,1.7,0.9,2.6,266,572,0.465,256,539,0.475,0.474,78,105,0.743,455,142,620
1044,1984,PG,25,TOT,68,0.501,0.268,0.9,1.5,2.4,161,351,0.459,157,318,0.494,0.464,67,94,0.713,193,77,393
1044,1984,PG,25,GSW,3,0.444,0.8,0,0,0,2,5,0.4,2,4,0.5,0.4,2,4,0.5,1,1,6
1044,1984,PG,25,MIL,65,0.502,0.26,0.9,1.5,2.4,159,346,0.46,155,314,0.494,0.465,65,90,0.722,192,76,387
1044,1985,PG,26,TOT,9,0.302,0.313,-0.1,0.1,-0.1,3,16,0.188,3,13,0.231,0.188,5,5,1,12,7,11
1044,1985,PG,26,DET,5,0.441,0.625,-0.1,0.1,0,2,8,0.25,2,6,0.333,0.25,5,5,1,10,5,9
1045,1981,PF,22,NYK,44,0.444,0.173,-0.3,0.6,0.3,94,225,0.418,93,219,0.425,0.42,26,39,0.667,10,54,215
1045,1982,PF,23,NYK,3,0.255,0.4,-0.1,0,-0.1,1,5,0.2,1,5,0.2,0.2,1,2,0.5,0,3,3
1045,1984,PF,25,WSB,2,0.51,0.4,-0.1,0,0,3,5,0.6,3,5,0.6,0.6,0,2,0,0,1,6
1046,1981,SF,23,ATL,55,0.481,0.265,-0.5,0.5,0,100,219,0.457,100,218,0.459,0.457,35,58,0.603,27,128,235
1046,1982,SF,24,ATL,4,0.363,0.333,0,0,0,2,6,0.333,2,6,0.333,0.333,1,2,0.5,0,3,5
1047,1981,PG,24,IND,47,0.426,0.337,-0.1,0.4,0.3,34,95,0.358,34,90,0.378,0.358,25,32,0.781,70,38,93
1047,1982,PG,25,IND,51,0.503,0.196,0.3,0.8,1.1,91,194,0.469,90,185,0.486,0.472,29,38,0.763,117,63,212
1047,1983,PG,26,IND,78,0.513,0.162,2.3,0.4,2.7,316,661,0.478,313,643,0.487,0.48,92,107,0.86,433,185,727
1047,1984,PG,27,IND,80,0.569,0.181,3.2,1.9,5.2,397,746,0.532,391,726,0.539,0.536,117,135,0.867,457,179,917
1047,1985,PG,28,IND,70,0.567,0.205,2.5,1,3.5,325,624,0.521,316,587,0.538,0.528,112,128,0.875,264,116,771
1047,1986,PG,29,BOS,82,0.609,0.16,2.4,1.8,4.2,235,412,0.57,229,396,0.578,0.578,61,66,0.924,188,118,537
1047,1987,PG,30,BOS,78,0.538,0.106,1.2,1,2.3,202,398,0.508,195,372,0.524,0.516,37,42,0.881,187,124,448
1047,1988,PG,31,TOT,52,0.585,0.134,1.1,0.3,1.5,93,172,0.541,83,150,0.553,0.57,17,23,0.739,93,60,213
1047,1988,PG,31,BOS,24,0.561,0.146,0.5,0.2,0.7,44,82,0.537,42,74,0.568,0.549,8,12,0.667,60,30,98
1047,1988,PG,31,POR,28,0.606,0.122,0.6,0.2,0.8,49,90,0.544,41,76,0.539,0.589,9,11,0.818,33,30,115
1047,1989,PG,32,POR,25,0.474,0.077,0,0.2,0.2,46,104,0.442,43,92,0.467,0.457,7,8,0.875,59,17,102
1047,1990,PG,33,TOT,35,0.449,0.176,0,0.2,0.2,50,125,0.4,47,113,0.416,0.412,18,22,0.818,94,40,121
1047,1990,PG,33,CHH,34,0.465,0.151,0.1,0.2,0.2,50,119,0.42,47,107,0.439,0.433,15,18,0.833,92,39,118
1047,1990,PG,33,MIL,1,0.193,0.667,-0.1,0,-0.1,0,6,0,0,6,0,0,3,4,0.75,2,1,3
1048,1981,PF,23,GSW,82,0.54,0.507,3.7,2.4,6.1,304,594,0.512,304,594,0.512,0.512,177,301,0.588,93,316,785
1048,1982,PF,24,GSW,74,0.548,0.386,2.3,3,5.2,220,412,0.534,220,411,0.535,0.534,88,159,0.553,83,291,528
1048,1983,PF,25,GSW,49,0.591,0.324,1.9,1.1,3.1,180,306,0.588,180,306,0.588,0.588,53,99,0.535,46,186,413
1048,1984,PF,26,GSW,75,0.571,0.385,1.8,2.1,4,244,436,0.56,244,436,0.56,0.56,94,168,0.56,72,274,582
1048,1985,PF,27,GSW,80,0.553,0.371,3.1,1.6,4.7,366,690,0.53,366,690,0.53,0.53,155,256,0.605,96,285,887
1048,1986,PF,28,GSW,77,0.539,0.387,2.7,1.6,4.3,314,586,0.536,314,585,0.537,0.536,112,227,0.493,95,286,740
1048,1987,PF,29,GSW,80,0.561,0.362,2.7,2.7,5.4,297,544,0.546,297,543,0.547,0.546,113,197,0.574,95,295,707
1048,1988,PF,30,GSW,20,0.471,0.22,-0.1,0.4,0.3,58,123,0.472,58,122,0.475,0.472,11,27,0.407,25,63,127
1048,1989,PF,31,GSW,80,0.54,0.146,1.4,2.3,3.7,219,397,0.552,219,397,0.552,0.552,18,58,0.31,118,248,456
1048,1990,PF,32,HOU,74,0.468,0.258,0.1,2.5,2.6,101,213,0.474,101,211,0.479,0.474,20,55,0.364,69,203,222
1048,1991,PF,33,HOU,81,0.47,0.19,0.7,3.6,4.4,128,263,0.487,128,263,0.487,0.487,12,50,0.24,88,265,268
1048,1992,PF,34,HOU,45,0.537,0.12,0.2,0.9,1.2,50,92,0.543,50,91,0.549,0.543,4,11,0.364,33,121,104
1048,1993,PF,35,SAS,66,0.44,0.253,0,1.2,1.2,38,87,0.437,38,87,0.437,0.437,9,22,0.409,28,133,85
1049,1981,PG,22,NJN,15,0.4,0.254,-0.3,0.2,-0.1,22,63,0.349,22,63,0.349,0.349,12,16,0.75,32,15,56
1049,1982,PG,23,ATL,82,0.539,0.203,2.9,2.7,5.6,366,730,0.501,365,715,0.51,0.502,124,148,0.838,424,240,857
1049,1983,PG,24,TOT,81,0.521,0.246,1.4,2.9,4.2,392,810,0.484,387,788,0.491,0.487,147,199,0.739,397,255,936
1049,1983,PG,24,ATL,49,0.547,0.221,1.2,1.6,2.8,264,512,0.516,261,497,0.525,0.519,84,113,0.743,238,162,615
1049,1983,PG,24,NYK,32,0.478,0.289,0.2,1.3,1.4,128,298,0.43,126,291,0.433,0.433,63,86,0.733,159,93,321
1049,1984,PG,25,NYK,79,0.514,0.178,1.1,3.1,4.2,350,738,0.474,340,699,0.486,0.481,108,131,0.824,539,230,818
1049,1985,PG,26,NYK,79,0.539,0.213,3.1,1.2,4.3,326,662,0.492,319,631,0.506,0.498,122,141,0.865,557,200,781
1049,1986,PG,27,NYK,74,0.511,0.176,1.5,2.2,3.7,345,723,0.477,340,703,0.484,0.481,101,127,0.795,472,182,796
1049,1987,PG,28,NYK,80,0.483,0.151,0.4,0.6,1,263,590,0.446,252,548,0.46,0.455,71,89,0.798,432,160,608
1049,1988,PG,29,TOT,58,0.423,0.113,-0.5,1,0.5,117,293,0.399,115,280,0.411,0.403,24,33,0.727,167,79,260
1049,1988,PG,29,CHI,55,0.433,0.12,-0.3,1,0.7,112,274,0.409,110,262,0.42,0.412,24,33,0.727,162,72,250
1049,1989,PG,30,MIA,80,0.486,0.109,0,1.6,1.6,444,982,0.452,426,908,0.469,0.461,94,107,0.879,429,168,1000
1049,1990,PG,31,MIA,82,0.448,0.151,-0.2,0.9,0.7,210,510,0.412,202,470,0.43,0.42,59,77,0.766,298,140,487
1049,1991,PG,32,SAC,80,0.524,0.11,1.5,1.3,2.8,371,756,0.491,340,678,0.501,0.511,58,83,0.699,362,189,831
1049,1992,PG,33,TOT,46,0.405,0.086,-0.6,0.2,-0.4,58,151,0.384,55,136,0.404,0.394,8,13,0.615,83,57,127
1049,1992,PG,33,LAL,42,0.417,0.091,-0.5,0.2,-0.3,57,143,0.399,55,130,0.423,0.406,8,13,0.615,79,55,124
1050,1981,SF,23,HOU,9,0.35,0.118,-0.1,0,-0.1,11,34,0.324,11,34,0.324,0.324,3,4,0.75,9,7,25
1051,1981,SG,24,WSB,26,0.527,0.263,-0.1,0.9,0.8,80,160,0.5,80,154,0.519,0.5,28,42,0.667,70,68,188
1051,1982,SG,25,WSB,13,0.268,0.267,-0.2,0.1,-0.1,3,15,0.2,3,12,0.25,0.2,3,4,0.75,8,15,9
1051,1983,SG,26,WSB,55,0.391,0.142,-0.2,1,0.8,39,106,0.368,39,104,0.375,0.368,10,15,0.667,46,79,88
1052,1981,SG,23,PHI,75,0.535,0.28,0,2.2,2.2,399,806,0.495,390,777,0.502,0.501,161,226,0.712,273,234,968
1052,1982,SG,24,PHI,77,0.572,0.313,2.3,1.7,4,511,979,0.522,486,920,0.528,0.535,227,306,0.742,283,269,1274
1052,1983,SG,25,PHI,81,0.558,0.329,4.6,2.7,7.3,626,1250,0.501,604,1174,0.514,0.51,324,411,0.788,365,255,1598
1052,1984,SG,26,PHI,78,0.597,0.413,4.2,2.2,6.4,593,1125,0.527,581,1087,0.534,0.532,390,465,0.839,373,251,1588
1052,1985,SG,27,PHI,70,0.582,0.388,4,1.5,5.5,450,914,0.492,411,809,0.508,0.514,306,355,0.862,363,211,1245
1052,1986,SG,28,PHI,6,0.316,0.222,-0.3,0,-0.2,11,36,0.306,11,34,0.324,0.306,3,8,0.375,12,8,25
1052,1987,SG,29,PHI,52,0.538,0.382,0.8,0.5,1.2,197,437,0.451,175,370,0.473,0.476,133,167,0.796,188,78,549
1052,1988,SG,30,PHI,29,0.521,0.421,0.3,0.2,0.5,72,171,0.421,63,144,0.438,0.447,58,72,0.806,108,35,211
1053,1981,SF,23,DEN,24,0.395,0.194,-0.4,0.1,-0.3,37,98,0.378,36,96,0.375,0.383,9,19,0.474,7,23,84
1054,1981,SF,22,DEN,51,0.484,0.296,0.7,0.5,1.2,229,537,0.426,229,530,0.432,0.426,130,159,0.818,94,116,588
1054,1982,PF,23,DEN,82,0.612,0.321,7.8,-0.1,7.7,706,1260,0.56,705,1247,0.565,0.561,347,405,0.857,247,217,1760
1054,1983,PF,24,DEN,82,0.613,0.364,10.5,0.6,11,841,1537,0.547,826,1486,0.556,0.552,489,559,0.875,203,198,2186
1054,1984,PF,25,DEN,78,0.618,0.362,9.7,0.6,10.3,895,1603,0.558,884,1573,0.562,0.562,494,580,0.852,238,187,2295
1054,1985,SF,26,POR,72,0.603,0.356,7.2,1.2,8.4,618,1158,0.534,607,1125,0.54,0.538,369,412,0.896,106,116,1616
1054,1986,SF,27,POR,79,0.614,0.452,9,0.9,9.9,719,1332,0.54,718,1324,0.542,0.54,523,602,0.869,187,161,1962
1054,1987,SF,28,POR,79,0.597,0.341,9.6,1.3,10.8,808,1545,0.523,769,1464,0.525,0.536,467,527,0.886,220,137,2122
1054,1988,SF,29,POR,37,0.587,0.325,3.1,0.7,3.8,283,557,0.508,261,499,0.523,0.528,159,181,0.878,71,68,747
1054,1989,PF,30,TOT,45,0.536,0.209,1.6,0.4,2,200,426,0.469,181,378,0.479,0.492,80,89,0.899,69,78,499
1054,1989,PF,30,POR,18,0.542,0.152,0.8,0.2,1,103,217,0.475,87,179,0.486,0.512,29,33,0.879,34,40,251
1054,1989,PF,30,NYK,27,0.531,0.268,0.8,0.2,1,97,209,0.464,94,199,0.472,0.471,51,56,0.911,35,38,248
1054,1990,SF,31,NYK,22,0.512,0.208,0.5,0.3,0.8,102,231,0.442,92,212,0.434,0.463,44,48,0.917,41,28,258
1054,1991,SF,32,NYK,75,0.582,0.311,4.5,1.1,5.7,458,927,0.494,407,786,0.518,0.522,259,288,0.899,110,122,1226
1054,1992,SF,33,NYK,67,0.558,0.211,1.9,0.9,2.9,188,383,0.491,162,317,0.511,0.525,65,81,0.802,57,87,467
1054,1993,SF,34,LAC,41,0.547,0.325,0.8,0.3,1.1,92,203,0.453,80,166,0.482,0.483,58,66,0.879,25,45,254
1055,1981,C,25,UTA,11,0.481,0.704,0,0.1,0.1,10,27,0.37,10,26,0.385,0.37,14,19,0.737,9,26,34
1056,1981,SG,23,KCK,47,0.523,0.212,0.5,1,1.5,149,306,0.487,147,300,0.49,0.49,50,65,0.769,68,98,350
1056,1982,SG,24,KCK,23,0.364,0.099,-0.4,0.3,-0.1,25,71,0.352,25,70,0.357,0.352,4,7,0.571,19,31,54
1057,1981,PF,23,SAS,33,0.591,0.348,0.5,0.3,0.8,76,138,0.551,76,136,0.559,0.551,36,48,0.75,11,38,188
1057,1982,PF,24,SDC,61,0.599,0.393,1.8,0.3,2.1,203,359,0.565,203,354,0.573,0.565,98,141,0.695,52,127,504
1058,1981,SF,22,CHI,48,0.491,0.228,0.2,0.6,0.8,85,184,0.462,85,183,0.464,0.462,29,42,0.69,30,86,199
1058,1982,SF,23,CHI,57,0.521,0.301,0.4,0.7,1.1,128,266,0.481,128,265,0.483,0.481,58,80,0.725,64,112,314
1058,1983,SF,24,DET,9,0.419,0.441,0,0.1,0.1,11,34,0.324,11,33,0.333,0.324,12,15,0.8,10,22,34
1059,1981,C,25,UTA,56,0.47,0.154,-0.5,1.1,0.5,117,260,0.45,117,260,0.45,0.45,27,40,0.675,40,169,261
1059,1982,C,26,UTA,82,0.481,0.245,-0.5,1.5,1,314,718,0.437,314,715,0.439,0.437,137,176,0.778,90,248,765
1059,1983,C,27,UTA,81,0.517,0.245,0.1,2.3,2.4,389,816,0.477,389,813,0.478,0.477,156,200,0.78,132,251,934
1059,1984,C,28,UTA,81,0.527,0.35,0.5,1.9,2.3,249,520,0.479,249,517,0.482,0.479,134,182,0.736,73,205,632
1059,1985,C,29,UTA,79,0.511,0.137,-0.1,2.4,2.3,285,582,0.49,285,581,0.491,0.49,61,80,0.763,81,173,631
1059,1986,C,30,TOT,75,0.424,0.249,-0.8,1.1,0.3,147,374,0.393,147,374,0.393,0.393,58,93,0.624,46,157,352
1059,1986,C,30,UTA,48,0.426,0.196,-0.6,0.7,0.1,96,240,0.4,96,240,0.4,0.4,30,47,0.638,28,86,222
1059,1986,C,30,SAS,27,0.421,0.343,-0.2,0.4,0.2,51,134,0.381,51,134,0.381,0.381,28,46,0.609,18,71,130
1060,1981,SG,22,NYK,81,0.474,0.172,0,0.8,0.9,165,373,0.442,164,368,0.446,0.444,49,64,0.766,75,95,380
1060,1982,SG,23,TOT,83,0.546,0.268,3.2,2.5,5.7,538,1069,0.503,531,1044,0.509,0.507,221,286,0.773,222,220,1304
1060,1982,SG,23,NJN,7,0.506,0.471,0.2,0.2,0.4,30,68,0.441,30,67,0.448,0.441,23,32,0.719,16,21,83
1060,1982,SG,23,KCK,76,0.549,0.254,3,2.3,5.3,508,1001,0.507,501,977,0.513,0.511,198,254,0.78,206,199,1221
1060,1983,SG,24,KCK,81,0.558,0.327,5.3,2.4,7.8,584,1154,0.506,577,1121,0.515,0.509,298,377,0.79,254,203,1473
1060,1984,SG,25,KCK,71,0.541,0.37,2.6,1.6,4.2,389,816,0.477,387,808,0.479,0.478,247,302,0.818,175,174,1027
1060,1985,SG,26,KCK,78,0.548,0.309,3,1.2,4.2,530,1068,0.496,525,1047,0.501,0.499,264,330,0.8,143,216,1329
1060,1986,SG,27,SAC,81,0.527,0.269,2.5,1.5,4,510,1073,0.475,508,1060,0.479,0.476,242,289,0.837,197,215,1264
1060,1987,SG,28,LAC,74,0.502,0.257,0.2,0.7,0.9,494,1130,0.437,460,1007,0.457,0.452,240,290,0.828,196,201,1262
1060,1988,SG,29,LAC,80,0.509,0.27,1.1,2,3.1,562,1263,0.445,544,1185,0.459,0.452,296,341,0.868,273,210,1438
1060,1989,SG,30,HOU,81,0.503,0.253,1.1,2.3,3.5,410,936,0.438,379,847,0.447,0.455,195,237,0.823,206,195,1046
1060,1990,SG,31,HOU,61,0.445,0.212,-0.6,1.2,0.7,160,405,0.395,148,364,0.407,0.41,62,86,0.721,66,100,394
1060,1991,SG,32,TOT,15,0.387,0.169,-0.4,0.2,-0.2,26,77,0.338,25,70,0.357,0.344,11,13,0.846,15,18,64
1060,1991,SG,32,HOU,11,0.447,0.222,-0.1,0.2,0.1,21,54,0.389,20,48,0.417,0.398,10,12,0.833,10,11,53
1060,1991,SG,32,CLE,4,0.235,0.043,-0.3,0,-0.3,5,23,0.217,5,22,0.227,0.217,1,1,1,5,7,11
1061,1981,PG,23,CHI,64,0.538,0.313,-0.4,1,0.7,95,192,0.495,95,188,0.505,0.495,45,60,0.75,115,115,235
1062,1982,SF,22,DAL,51,0.514,0.301,1,0.8,1.9,381,820,0.465,356,749,0.475,0.48,168,247,0.68,164,152,955
1062,1983,SF,23,DAL,81,0.535,0.371,5.9,1,6.9,767,1589,0.483,751,1513,0.496,0.488,429,589,0.728,332,247,1979
1062,1984,SF,24,DAL,79,0.572,0.352,7,2,9,925,1765,0.524,910,1709,0.532,0.528,465,621,0.749,358,246,2330
1062,1985,SF,25,DAL,80,0.563,0.37,5.3,1.9,7.2,794,1569,0.506,767,1484,0.517,0.515,440,580,0.759,249,250,2055
1062,1986,SF,26,DAL,74,0.547,0.34,3.7,0.9,4.7,668,1327,0.503,652,1271,0.513,0.509,318,451,0.705,339,229,1670
1062,1987,SF,27,DAL,80,0.56,0.35,6.8,2.1,8.9,787,1590,0.495,734,1440,0.51,0.512,429,557,0.77,254,243,2056
1062,1988,SF,28,DAL,77,0.539,0.321,6.5,2.3,8.8,746,1571,0.475,694,1399,0.496,0.491,388,504,0.77,278,223,1932
1062,1989,SF,29,TOT,80,0.524,0.309,2.4,2.1,4.5,586,1270,0.461,535,1096,0.488,0.481,288,393,0.733,278,229,1511
1062,1989,SF,29,DAL,44,0.509,0.294,0.7,1,1.7,373,829,0.45,344,730,0.471,0.467,178,244,0.73,189,128,953
1062,1989,SF,29,DET,36,0.551,0.338,1.7,1.1,2.8,213,441,0.483,191,366,0.522,0.508,110,149,0.738,89,101,558
1062,1990,SF,30,DET,78,0.544,0.283,3.1,2.5,5.7,438,898,0.488,407,805,0.506,0.505,192,254,0.756,145,201,1099
1062,1991,SF,31,DET,78,0.526,0.349,2.8,2.7,5.5,420,909,0.462,396,831,0.477,0.475,240,317,0.757,139,209,1104
1062,1992,SF,32,DET,75,0.479,0.292,0.1,2,2.2,339,787,0.431,324,716,0.453,0.44,158,230,0.687,126,171,851
1062,1993,SF,33,DET,51,0.525,0.306,1.1,0.7,1.8,187,422,0.443,157,339,0.463,0.479,99,129,0.767,105,101,503
1062,1994,SF,34,LAC,39,0.544,0.207,0.6,0.3,0.9,163,348,0.468,126,255,0.494,0.522,50,72,0.694,104,98,413
1063,1982,SG,22,BOS,53,0.439,0.294,-0.3,0.8,0.5,79,221,0.357,74,204,0.363,0.369,56,65,0.862,87,86,219
1063,1983,SG,23,BOS,80,0.519,0.135,2.8,2.4,5.2,357,720,0.496,352,691,0.509,0.499,72,97,0.742,251,259,791
1063,1984,SG,24,BOS,71,0.498,0.155,0.5,1.3,1.8,166,361,0.46,160,339,0.472,0.468,46,56,0.821,162,143,384
1063,1985,SG,25,BOS,75,0.57,0.172,3.9,2.8,6.6,419,792,0.529,404,736,0.549,0.539,118,136,0.868,399,228,971
1063,1986,SG,26,BOS,80,0.562,0.194,3.6,3.2,6.8,353,701,0.504,327,628,0.521,0.522,123,136,0.904,405,204,855
1063,1987,SG,27,BOS,71,0.574,0.195,4.1,2.5,6.7,410,844,0.486,325,652,0.498,0.536,148,165,0.897,400,189,1053
1063,1988,SG,28,BOS,81,0.598,0.183,6.7,1.9,8.6,482,982,0.491,334,625,0.534,0.566,158,180,0.878,503,203,1270
1063,1989,PG,29,TOT,73,0.554,0.228,5.2,1.4,6.7,480,1051,0.457,364,746,0.488,0.512,205,240,0.854,402,186,1281
1063,1989,PG,29,BOS,45,0.553,0.217,2.9,0.8,3.8,271,589,0.46,213,434,0.491,0.509,114,128,0.891,215,108,714
1063,1989,PG,29,SAC,28,0.554,0.242,2.3,0.6,2.9,209,462,0.452,151,312,0.484,0.515,91,112,0.813,187,78,567
1063,1990,PG,30,SAC,75,0.528,0.231,2.7,2.1,4.8,506,1154,0.438,398,865,0.46,0.485,222,267,0.831,453,238,1342
1063,1991,SG,31,POR,80,0.574,0.193,4.1,2.1,6.2,337,714,0.472,235,463,0.508,0.543,114,138,0.826,285,195,890
1063,1992,SG,32,POR,81,0.534,0.194,3.1,2,5.2,299,676,0.442,221,446,0.496,0.5,108,131,0.824,202,148,784
1063,1993,SG,33,PHO,80,0.596,0.199,4.5,1.8,6.2,337,730,0.462,187,358,0.522,0.564,123,145,0.848,260,175,947
1063,1994,SG,34,PHO,68,0.524,0.175,1.9,1,2.8,224,537,0.417,144,293,0.491,0.492,78,94,0.83,180,140,606
1063,1995,SG,35,PHO,74,0.596,0.308,2.8,0.6,3.4,194,422,0.46,116,208,0.558,0.552,105,130,0.808,210,155,571
1065,1982,SF,22,SAS,80,0.515,0.325,1.9,1.6,3.5,311,652,0.477,311,644,0.483,0.477,145,212,0.684,147,199,767
1065,1983,PF,23,SAS,81,0.579,0.303,5.9,2,7.9,505,919,0.55,505,914,0.553,0.55,196,278,0.705,279,229,1206
1065,1984,PF,24,SAS,80,0.606,0.361,4.5,1.7,6.2,424,747,0.568,423,741,0.571,0.568,200,270,0.741,254,256,1049
1065,1985,SF,25,SAS,82,0.642,0.521,3.9,1.8,5.6,289,493,0.586,288,490,0.588,0.587,199,257,0.774,234,220,778
1065,1986,SF,26,CHI,82,0.559,0.371,3.7,0.6,4.3,356,688,0.517,356,669,0.532,0.517,183,255,0.718,251,212,895
1065,1987,SF,27,CHI,63,0.58,0.316,1.9,1.7,3.6,249,462,0.539,249,457,0.545,0.539,112,146,0.767,170,173,610
1066,1982,SG,22,DAL,82,0.559,0.323,3.2,0.8,4.1,439,855,0.513,438,851,0.515,0.514,212,276,0.768,105,122,1091
1066,1983,SG,23,DAL,75,0.548,0.366,5.5,0.1,5.7,513,1042,0.492,510,1027,0.497,0.494,297,381,0.78,185,116,1326
1066,1984,SG,24,DAL,81,0.596,0.347,8.3,1.5,9.8,721,1320,0.546,720,1309,0.55,0.547,372,458,0.812,288,127,1815
1066,1985,SG,25,DAL,81,0.566,0.336,5.8,1.4,7.3,625,1230,0.508,619,1210,0.512,0.511,342,413,0.828,289,96,1598
1066,1986,SG,26,DAL,82,0.576,0.366,6.2,0.8,7,677,1318,0.514,673,1289,0.522,0.515,404,483,0.836,271,138,1762
1066,1987,SG,27,DAL,80,0.569,0.375,6.5,1.5,8,626,1264,0.495,621,1249,0.497,0.497,419,474,0.884,266,142,1676
1066,1988,SG,28,DAL,71,0.544,0.361,5.1,1.6,6.8,497,1050,0.473,497,1045,0.476,0.473,331,379,0.873,262,112,1325
1066,1989,SG,29,DAL,78,0.543,0.296,4.2,1.4,5.7,594,1249,0.476,564,1164,0.485,0.488,316,370,0.854,288,137,1534
1066,1990,SG,30,DAL,80,0.552,0.271,4.6,2.2,6.8,626,1256,0.498,613,1213,0.505,0.504,287,340,0.844,289,128,1552
1066,1991,SG,31,DAL,80,0.545,0.248,4.4,1,5.5,634,1316,0.482,594,1202,0.494,0.497,282,326,0.865,301,153,1590
1066,1992,SG,32,DAL,75,0.538,0.229,3.1,0.7,3.8,535,1161,0.461,470,992,0.474,0.489,239,266,0.898,204,134,1374
1066,1993,SG,33,NYK,60,0.501,0.167,0.9,2,2.9,239,539,0.443,208,466,0.446,0.472,71,90,0.789,157,129,580
1066,1994,SG,34,NYK,55,0.51,0.144,0.9,1.5,2.4,161,369,0.436,131,285,0.46,0.477,48,53,0.906,76,100,400
1067,1982,SG,23,CHI,49,0.482,0.126,-0.5,0.3,-0.1,102,222,0.459,98,204,0.48,0.468,18,28,0.643,68,57,226
1068,1982,SF,22,NYK,39,0.552,0.466,0.1,0.3,0.4,54,103,0.524,54,102,0.529,0.524,29,48,0.604,11,37,137
1069,1982,SG,22,BOS,51,0.509,0.508,-0.2,0.4,0.2,55,122,0.451,55,121,0.455,0.451,42,62,0.677,22,61,152
1069,1983,SG,23,BOS,51,0.427,0.511,-0.6,0.9,0.2,69,176,0.392,69,173,0.399,0.392,46,90,0.511,28,84,184
1069,1984,SG,24,SEA,8,0.546,1,-0.1,0,-0.1,3,7,0.429,3,7,0.429,0.429,5,7,0.714,5,6,11
1070,1982,PF,23,CLE,10,0.463,0.231,-0.1,0.1,-0.1,21,52,0.404,21,52,0.404,0.404,11,12,0.917,6,17,53
1070,1983,PF,24,IND,62,0.475,0.351,0.5,0.5,1,131,308,0.425,131,307,0.427,0.425,76,108,0.704,46,81,338
